"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","enrichment_method"
"GO:0018958","phenol-containing compound metabolic process","7/158","95/18842",0.0736842105263158,8.78707528314457,6.9970644666367,1.51988237255742e-05,0.0372757898493063,0.0372757898493063,"TYR/GATA3/DCT/SNCAIP/SULT1A1/TYRP1/CDH3",7,"module_only_p005"
"GO:0046189","phenol-containing compound biosynthetic process","5/158","43/18842",0.116279069767442,13.8666470415072,7.76743862515692,2.89607230784235e-05,0.0372757898493063,0.0372757898493063,"TYR/GATA3/DCT/TYRP1/CDH3",5,"module_only_p005"
"GO:0042552","myelination","7/158","109/18842",0.0642201834862385,7.6584601091627,6.41104718960853,3.71627351989904e-05,0.0372757898493063,0.0372757898493063,"KLK6/PLP1/PTPRZ1/MALL/S100B/ERBB3/B4GALT5",7,"module_only_p005"
"GO:0007272","ensheathment of neurons","7/158","111/18842",0.0630630630630631,7.52046983692553,6.33585875032616,4.17719264345444e-05,0.0372757898493063,0.0372757898493063,"KLK6/PLP1/PTPRZ1/MALL/S100B/ERBB3/B4GALT5",7,"module_only_p005"
"GO:0008366","axon ensheathment","7/158","111/18842",0.0630630630630631,7.52046983692553,6.33585875032616,4.17719264345444e-05,0.0372757898493063,0.0372757898493063,"KLK6/PLP1/PTPRZ1/MALL/S100B/ERBB3/B4GALT5",7,"module_only_p005"
"GO:0006582","melanin metabolic process","4/158","24/18842",0.166666666666667,19.8755274261603,8.50870708881932,4.43759402967932e-05,0.0372757898493063,0.0372757898493063,"TYR/DCT/TYRP1/CDH3",4,"module_only_p005"
"GO:0042438","melanin biosynthetic process","4/158","24/18842",0.166666666666667,19.8755274261603,8.50870708881932,4.43759402967932e-05,0.0372757898493063,0.0372757898493063,"TYR/DCT/TYRP1/CDH3",4,"module_only_p005"
"GO:0044550","secondary metabolite biosynthetic process","4/158","26/18842",0.153846153846154,18.3466407010711,8.13924260905194,6.16236234999149e-05,0.0452933632724374,0.0452933632724374,"TYR/DCT/TYRP1/CDH3",4,"module_only_p005"
