"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.643983188202492,9.53556976170291,-3.45188385434253,0.000712530651489845,0.00678721545105386,-0.863212736348198,"GALNT6"
0.643908796876286,7.04103439794018,5.83997188276116,2.83642979010093e-08,2.20933568393519e-06,8.66889137856473,"NFIL3"
-0.640609403163868,8.01214350882512,-5.34801208655793,3.03223084310394e-07,1.48144582875806e-05,6.41295390073064,"CELSR2"
-0.640171776493551,6.38151464905596,-5.12295857486208,8.57591203116362e-07,3.27446097750116e-05,5.42633867645647,"RMND1"
-0.640118767925228,8.03251647616215,-4.84592858684064,2.96122299614946e-06,8.73688975335787e-05,4.25365933514197,"AR"
0.639458875058398,5.31760546221759,3.70411910831001,0.000291843024690542,0.00337128158437016,-0.041941387604381,"DKK1"
0.638703881594473,7.58772406174781,3.82077917950942,0.000190158007361824,0.00238898045930785,0.354326342511505,"TMEM45A"
0.638148000939359,7.8271516963523,5.71342084968178,5.28157506642426e-08,3.58410770479369e-06,8.07609497068227,"NAMPT"
-0.637981334316887,5.44581528690905,-6.7347482151794,2.81085699322515e-10,4.7893489593315e-08,13.0828056130518,"ACADSB"
-0.637368392263096,8.06474026373547,-7.13300299164396,3.22784966425914e-11,9.56496060293835e-09,15.1592063814914,"FAM234B"
-0.632146049703028,10.3698171399491,-4.91150983107358,2.21751265135291e-06,7.0459009208838e-05,4.52698367389946,"TPBG"
-0.631254572804924,8.484705530676,-4.2135742638502,4.19112513553522e-05,0.000720419000283489,1.76221434263424,"SORD"
0.630440362466803,8.56403764464098,3.50857220068138,0.000585380011137517,0.0057947094639183,-0.682928513087018,"GBP1"
0.629593763151426,10.1569680889969,4.81896997019972,3.33253103829868e-06,9.58348746477833e-05,4.14208861225882,"LDHB"
-0.629574839161915,8.88407882100076,-5.62080118236548,8.28097641694702e-08,5.17788942841306e-06,7.64761446924255,"IRX5"
-0.629116007179551,8.73375148192042,-5.48690296263506,1.57382593614858e-07,8.79213989165626e-06,7.03640329648796,"PLEKHF2"
0.628689606311335,6.96002060453604,4.12594542738655,5.92710447492218e-05,0.000957255463242468,1.43849106936907,"CSTA"
0.624731726851095,8.07914831901569,3.34010131027963,0.00104258149695781,0.00909240459694937,-1.21130275128178,"PAPSS2"
-0.62400336340124,9.27165118114603,-4.22097174606697,4.06931825805531e-05,0.000708181750940688,1.78979066890367,"VAV3"
0.623854295168874,5.51902051880975,4.82358758363635,3.26588161452762e-06,9.43161701009027e-05,4.161166384771,"ADGRG6"
-0.623591142550556,8.52332045223196,-4.94377102572286,1.92160209837781e-06,6.23639467020579e-05,4.66242533644134,"METRN"
0.623585303374377,7.83896252449556,4.68411310071726,5.97710884118258e-06,0.000153724472856905,3.59093523864712,"PFKP"
-0.623457776654161,7.9239375350842,-6.49329160666119,1.01172138508911e-09,1.46138754252368e-07,11.855597882787,"CDC50B"
0.623268889005695,8.95465717650092,5.24250049831356,4.95456736941896e-07,2.14399072420793e-05,5.94670663444266,"NDRG1"
-0.622761130236526,8.99393795624964,-4.87079119002842,2.65452110450216e-06,7.96999497257024e-05,4.35696207617201,"MYO6"
-0.622015866003757,9.16503305142686,-2.66533669121331,0.00848128322336401,0.0443794132889347,-3.0963508544415,"SERPINA1"
0.621204340189,7.03298234931193,3.65796633360289,0.000344810013194333,0.00385254531955078,-0.195871078299208,"AKR1C3"
0.615777797497872,6.13824773252388,5.94947927641586,1.64551352443647e-08,1.3845675834317e-06,9.18853065506275,"IFRD1"
0.613425553468589,5.51526287971175,4.13042736084834,5.82370290666314e-05,0.00094278971877346,1.45491630160014,"CLIC3"
-0.612495827818033,6.4336245697103,-6.89812881043241,1.16551316945176e-10,2.70714459721839e-08,13.9270388378043,"SH3GLB2"
-0.611922981285556,9.44131743302231,-4.6690415541566,6.37589529350057e-06,0.000160054933233345,3.53006737774664,"PRSS23"
0.61073383682936,7.81058977618809,3.59297723343918,0.000434949424498802,0.00460667879203044,-0.409864320841669,"SRPX"
0.608835459480648,6.26904565469592,5.21185281508318,5.70733196331703e-07,2.40856476755339e-05,5.81249179807034,"MIA"
0.608078376273792,7.07120793797951,2.80671884710646,0.00562828332128271,0.0326113759076156,-2.73286929071548,"KRT23"
0.605707820939957,7.69822587573302,4.665432224575,6.47514353557765e-06,0.000161653262881793,3.5155127050601,"TPM2"
0.605538049971707,7.1395164558433,3.74200930296018,0.000254208015232347,0.00300790751356955,0.085639100483502,"CDC20"
0.605435965248113,7.7012190293296,4.41411430633737,1.85990473749754e-05,0.000375034933089187,2.52325151785247,"TMEM158"
